Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	2D_1 Spectral Count	2D_2 Spectral Count	2D_3 Spectral Count	3D_1 Spectral Count	3D_2 Spectral Count	3D_3 Spectral Count	2D_1 Unique Spectral Count	2D_2 Unique Spectral Count	2D_3 Unique Spectral Count	3D_1 Unique Spectral Count	3D_2 Unique Spectral Count	3D_3 Unique Spectral Count	2D_1 Total Spectral Count	2D_2 Total Spectral Count	2D_3 Total Spectral Count	3D_1 Total Spectral Count	3D_2 Total Spectral Count	3D_3 Total Spectral Count	2D_1 Intensity	2D_2 Intensity	2D_3 Intensity	3D_1 Intensity	3D_2 Intensity	3D_3 Intensity	2D_1 MaxLFQ Intensity	2D_2 MaxLFQ Intensity	2D_3 MaxLFQ Intensity	3D_1 MaxLFQ Intensity	3D_2 MaxLFQ Intensity	3D_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q14103|HNRPD_HUMAN	Q14103	HNRPD_HUMAN	HNRNPD	355	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein D0	1.0	0.999	28	667	537	667	109	106	108	119	115	110	85	85	88	97	95	87	109	106	108	119	115	110	2.0651515E9	1.8534454E9	1.8671252E9	2.0715291E9	2.0424348E9	1.7267485E9	3.1949034E8	2.883666E8	3.0614755E8	3.1605718E8	3.335166E8	2.8972576E8	
sp|Q14108|SCRB2_HUMAN	Q14108	SCRB2_HUMAN	SCARB2	478	Homo sapiens	1:Experimental evidence at protein level	Lysosome membrane protein 2	1.0	0.999	10	104	104	104	17	22	17	17	16	15	17	22	17	17	16	15	17	22	17	17	16	15	7.7956456E7	9.564505E7	7.67619E7	7.3745016E7	6.783248E7	6.6469024E7	2.579543E7	3.2480316E7	2.3237062E7	2.4177886E7	2.7444502E7	2.5569944E7	
sp|Q14116|IL18_HUMAN	Q14116	IL18_HUMAN	IL18	193	Homo sapiens	1:Experimental evidence at protein level	Interleukin-18	1.0	0.999	14	263	263	263	50	46	50	43	40	34	50	46	50	43	40	34	50	46	50	43	40	34	4.169333E8	3.758856E8	3.926972E8	3.06475E8	2.8874038E8	3.1917245E8	1.23525576E8	1.1259077E8	1.1495832E8	9.091472E7	8.7301496E7	9.217418E7	
sp|Q14118|DAG1_HUMAN	Q14118	DAG1_HUMAN	DAG1	895	Homo sapiens	1:Experimental evidence at protein level	Dystroglycan 1	1.0	0.999	6	25	25	25	4	7	4	4	3	3	4	7	4	4	3	3	4	7	4	4	3	3	2.279792E7	2.8227726E7	2.0857362E7	1.1099699E7	6396802.0	1.1756077E7	6532559.5	7488553.5	6519188.5	3750403.8	4329067.0	4868810.5	
sp|Q14119|VEZF1_HUMAN	Q14119	VEZF1_HUMAN	VEZF1	521	Homo sapiens	1:Experimental evidence at protein level	Vascular endothelial zinc finger 1	0.9996	0.999	2	4	4	9	1	2	0	0	1	0	1	2	0	0	1	0	3	2	0	2	2	0	2611908.0	3911932.8	1362955.8	2205129.5	2054317.0	0.0	1543249.2	2295912.2	0.0	1271816.1	1231117.9	0.0	
sp|Q14123|PDE1C_HUMAN	Q14123	PDE1C_HUMAN	PDE1C	709	Homo sapiens	1:Experimental evidence at protein level	Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C	1.0	0.999	8	42	42	42	6	7	11	6	4	8	6	7	11	6	4	8	6	7	11	6	4	8	2.2177636E7	2.5262804E7	2.5428994E7	1.3919427E7	1.154138E7	1.5034586E7	5432511.0	5987142.0	6608255.5	4318285.5	4112416.2	3942756.5	
sp|Q14126|DSG2_HUMAN	Q14126	DSG2_HUMAN	DSG2	1118	Homo sapiens	1:Experimental evidence at protein level	Desmoglein-2	1.0	0.999	42	584	584	584	103	105	103	92	91	90	103	105	103	92	91	90	103	105	103	92	91	90	6.1462464E8	6.187735E8	5.869819E8	4.9463885E8	4.6690938E8	4.2154214E8	5.2055948E7	4.8447396E7	4.7021948E7	3.929663E7	3.9284764E7	3.795518E7	
sp|Q14135|VGLL4_HUMAN	Q14135	VGLL4_HUMAN	VGLL4	290	Homo sapiens	1:Experimental evidence at protein level	Transcription cofactor vestigial-like protein 4	1.0	0.999	5	17	17	17	1	2	3	3	6	2	1	2	3	3	6	2	1	2	3	3	6	2	2390223.2	2367037.2	4953450.0	3476628.0	8311234.0	2242290.2	0.0	0.0	3419407.2	1713175.6	4189867.2	0.0	
sp|Q14137|BOP1_HUMAN	Q14137	BOP1_HUMAN	BOP1	746	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis protein BOP1	1.0	0.999	30	313	313	313	53	57	60	54	48	41	53	57	60	54	48	41	53	57	60	54	48	41	2.759756E8	3.3652394E8	3.160975E8	2.2396851E8	2.0885035E8	2.021698E8	2.3990964E7	3.2629724E7	2.6440034E7	2.018565E7	1.9565836E7	2.015637E7	
sp|Q14139|UBE4A_HUMAN	Q14139	UBE4A_HUMAN	UBE4A	1066	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin conjugation factor E4 A	1.0	0.999	15	69	69	69	7	6	11	20	11	14	7	6	11	20	11	14	7	6	11	20	11	14	3.945845E7	2.191283E7	2.8673942E7	4.728109E7	4.300379E7	3.9410348E7	8223260.0	6128653.5	7621322.5	1.0097303E7	9385306.0	9557875.0	
sp|Q14145|KEAP1_HUMAN	Q14145	KEAP1_HUMAN	KEAP1	624	Homo sapiens	1:Experimental evidence at protein level	Kelch-like ECH-associated protein 1	0.9905	0.999	2	5	5	5	0	0	1	1	1	2	0	0	1	1	1	2	0	0	1	1	1	2	0.0	0.0	1629947.2	1444116.0	1745400.5	612376.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14146|URB2_HUMAN	Q14146	URB2_HUMAN	URB2	1524	Homo sapiens	1:Experimental evidence at protein level	Unhealthy ribosome biogenesis protein 2 homolog	0.971	0.9985	1	6	6	6	1	2	1	0	1	1	1	2	1	0	1	1	1	2	1	0	1	1	0.0	758454.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14151|SAFB2_HUMAN	Q14151	SAFB2_HUMAN	SAFB2	953	Homo sapiens	1:Experimental evidence at protein level	Scaffold attachment factor B2	1.0	0.999	18	42	42	111	7	3	6	8	9	9	7	3	6	8	9	9	18	11	16	23	21	22	2.2575606E7	1.2817952E7	2.019296E7	2.2574292E7	1.8945788E7	2.1572858E7	6100958.0	4707792.0	6122051.0	6377120.5	6320378.5	6428379.5	
sp|Q14152|EIF3A_HUMAN	Q14152	EIF3A_HUMAN	EIF3A	1382	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit A	1.0	0.999	55	650	650	650	99	101	105	120	113	112	99	101	105	120	113	112	99	101	105	120	113	112	6.257813E8	4.4207066E8	4.7920278E8	4.941683E8	5.057508E8	4.6682342E8	4.5422188E7	4.144216E7	4.2623372E7	4.6826436E7	4.623083E7	4.6085996E7	
sp|Q14155|ARHG7_HUMAN	Q14155	ARHG7_HUMAN	ARHGEF7	803	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 7	1.0	0.999	5	15	9	15	2	1	3	2	3	4	0	0	2	1	2	4	2	1	3	2	3	4	1.287792E7	1.5697958E7	1.6452706E7	8299295.0	2.7677336E7	2.4558264E7	9037809.0	9059155.0	8557196.0	1.040514E7	1.3328935E7	1.4250714E7	
sp|Q14156|EFR3A_HUMAN	Q14156	EFR3A_HUMAN	EFR3A	821	Homo sapiens	1:Experimental evidence at protein level	Protein EFR3 homolog A	0.9996	0.999	2	5	5	5	1	3	0	1	0	0	1	3	0	1	0	0	1	3	0	1	0	0	8535733.0	7511431.5	1895308.5	5878091.0	0.0	0.0	5288711.0	4780245.0	0.0	3601648.0	0.0	0.0	
sp|Q14157|UBP2L_HUMAN	Q14157	UBP2L_HUMAN	UBAP2L	1087	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-associated protein 2-like	1.0	0.999	24	207	207	207	37	37	32	39	36	26	37	37	32	39	36	26	37	37	32	39	36	26	1.651451E8	1.7829274E8	1.6026982E8	1.4170502E8	1.3869325E8	1.3248605E8	2.5300368E7	2.2491988E7	2.5550698E7	2.4699832E7	2.30137E7	2.2448964E7	
sp|Q14160|SCRIB_HUMAN	Q14160	SCRIB_HUMAN	SCRIB	1655	Homo sapiens	1:Experimental evidence at protein level	Protein scribble homolog	1.0	0.999	44	379	344	379	66	68	63	60	61	61	62	60	56	54	56	56	66	68	63	60	61	61	4.579334E8	5.567346E8	5.37863E8	4.400026E8	4.5183027E8	4.6391485E8	1.1487743E8	1.3089332E8	1.1734473E8	1.0154823E8	1.0113466E8	1.018995E8	
sp|Q14161|GIT2_HUMAN	Q14161	GIT2_HUMAN	GIT2	759	Homo sapiens	1:Experimental evidence at protein level	ARF GTPase-activating protein GIT2	0.9987	0.999	6	4	4	13	0	1	1	2	0	0	0	1	1	2	0	0	0	1	2	3	2	5	0.0	1963167.1	2328937.0	3487481.0	1847291.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14165|MLEC_HUMAN	Q14165	MLEC_HUMAN	MLEC	292	Homo sapiens	1:Experimental evidence at protein level	Malectin	1.0	0.999	15	241	241	241	42	46	36	39	44	34	42	46	36	39	44	34	42	46	36	39	44	34	2.6749294E8	3.2089168E8	2.2901898E8	2.2692438E8	2.1051669E8	2.1919754E8	4.686204E7	5.8463104E7	4.3101308E7	4.001751E7	3.9789564E7	3.896317E7	
sp|Q14166|TTL12_HUMAN	Q14166	TTL12_HUMAN	TTLL12	644	Homo sapiens	1:Experimental evidence at protein level	Tubulin--tyrosine ligase-like protein 12	1.0	0.999	30	331	331	331	53	55	55	57	56	55	53	55	55	57	56	55	53	55	55	57	56	55	3.5758582E8	3.4810726E8	2.919339E8	2.620383E8	2.6389469E8	2.6916742E8	3.90743E7	3.680745E7	3.831584E7	3.6812364E7	3.7162692E7	3.6907304E7	
sp|Q14181|DPOA2_HUMAN	Q14181	DPOA2_HUMAN	POLA2	598	Homo sapiens	1:Experimental evidence at protein level	DNA polymerase alpha subunit B	0.9996	0.999	2	2	2	2	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.0	0.0	3900557.8	1869772.2	1957962.9	2546061.2	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14186|TFDP1_HUMAN	Q14186	TFDP1_HUMAN	TFDP1	410	Homo sapiens	1:Experimental evidence at protein level	Transcription factor Dp-1	0.9625	0.9981	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	2.4646016E7	0.0	1.8170878E7	2.2238992E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14192|FHL2_HUMAN	Q14192	FHL2_HUMAN	FHL2	279	Homo sapiens	1:Experimental evidence at protein level	Four and a half LIM domains protein 2	1.0	0.999	14	123	123	123	25	25	22	17	21	13	25	25	22	17	21	13	25	25	22	17	21	13	7.013817E7	6.893926E7	7.261603E7	5.337319E7	5.3517264E7	4.969091E7	1.1876686E7	1.1217366E7	1.1637877E7	9035764.0	9381683.0	9232049.0	
sp|Q14195|DPYL3_HUMAN	Q14195	DPYL3_HUMAN	DPYSL3	570	Homo sapiens	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 3	1.0	0.999	20	189	174	227	33	32	32	29	30	33	30	30	29	27	28	30	39	37	37	36	37	41	1.398571E8	1.2799483E8	1.4491306E8	1.45205E8	1.4503E8	1.3423973E8	2.0024984E7	1.749643E7	2.0530966E7	2.0314142E7	1.877083E7	1.8953162E7	
sp|Q14197|ICT1_HUMAN	Q14197	ICT1_HUMAN	MRPL58	206	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL62	1.0	0.999	6	39	39	39	6	8	8	7	5	5	6	8	8	7	5	5	6	8	8	7	5	5	2.7653104E7	3.976332E7	2.8032388E7	2.3120062E7	2.0822526E7	2.1648584E7	9591610.0	1.5286616E7	9268665.0	8367842.0	7019767.5	7611979.5	
sp|Q14202|ZMYM3_HUMAN	Q14202	ZMYM3_HUMAN	ZMYM3	1370	Homo sapiens	1:Experimental evidence at protein level	Zinc finger MYM-type protein 3	1.0	0.999	5	12	11	12	1	1	1	4	3	2	1	1	1	3	3	2	1	1	1	4	3	2	4140340.2	6106918.0	4444999.5	6905565.0	2963257.8	2111803.0	0.0	4027318.8	0.0	4405631.0	0.0	0.0	
sp|Q14203|DCTN1_HUMAN	Q14203	DCTN1_HUMAN	DCTN1	1278	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 1	1.0	0.999	26	152	152	152	20	22	24	29	29	28	20	22	24	29	29	28	20	22	24	29	29	28	1.0267926E8	8.55633E7	8.410065E7	9.503188E7	9.289867E7	8.9288904E7	1.2521013E7	1.2226197E7	1.2037849E7	1.2434979E7	1.2824757E7	1.3337423E7	
sp|Q14204|DYHC1_HUMAN	Q14204	DYHC1_HUMAN	DYNC1H1	4646	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic dynein 1 heavy chain 1	1.0	0.999	236	2734	2734	2734	430	409	411	499	499	486	430	409	411	499	499	486	430	409	411	499	499	486	1.973939E9	1.9527743E9	2.3090191E9	2.2101545E9	2.7155712E9	2.5526136E9	1.12813544E8	1.1037859E8	1.1142044E8	1.2543381E8	1.31187576E8	1.2163192E8	
sp|Q14232|EI2BA_HUMAN	Q14232	EI2BA_HUMAN	EIF2B1	305	Homo sapiens	1:Experimental evidence at protein level	Translation initiation factor eIF2B subunit alpha	1.0	0.999	9	98	98	98	16	17	15	16	13	21	16	17	15	16	13	21	16	17	15	16	13	21	8.1654824E7	7.897455E7	9.70682E7	7.85124E7	9.656659E7	8.828201E7	2.1406086E7	2.038719E7	2.2066742E7	2.0807608E7	2.1112856E7	2.1851552E7	
sp|Q14240|IF4A2_HUMAN	Q14240	IF4A2_HUMAN	EIF4A2	407	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-II	1.0	0.999	34	317	317	663	52	46	51	59	54	55	52	46	51	59	54	55	106	108	108	118	110	113	4.390087E8	3.873538E8	4.446553E8	4.6427446E8	4.7881414E8	4.7371018E8	1.240965E8	1.2883082E8	1.2909807E8	1.3700315E8	1.56939E8	1.4002826E8	
sp|Q14241|ELOA1_HUMAN	Q14241	ELOA1_HUMAN	ELOA	772	Homo sapiens	1:Experimental evidence at protein level	Elongin-A	1.0	0.999	6	40	40	40	4	8	6	7	6	9	4	8	6	7	6	9	4	8	6	7	6	9	1.2246941E7	1.2015326E7	1.0052908E7	9220436.0	5044576.0	1.1618133E7	3748026.0	3419192.8	3985932.2	3160021.0	1812475.6	4831602.0	
sp|Q14244|MAP7_HUMAN	Q14244	MAP7_HUMAN	MAP7	749	Homo sapiens	1:Experimental evidence at protein level	Ensconsin	1.0	0.999	3	21	21	21	2	4	4	4	5	2	2	4	4	4	5	2	2	4	4	4	5	2	6729345.0	7667508.0	7162231.5	8751569.0	8071305.0	1.2563438E7	4933416.0	5484315.5	5193407.0	4887352.5	4393970.0	6245635.5	
sp|Q14247|SRC8_HUMAN	Q14247	SRC8_HUMAN	CTTN	550	Homo sapiens	1:Experimental evidence at protein level	Src substrate cortactin	1.0	0.999	40	577	577	577	94	87	92	103	108	93	94	87	92	103	108	93	94	87	92	103	108	93	5.7299725E8	4.3053587E8	4.879485E8	5.2664336E8	5.335256E8	5.665561E8	5.4799224E7	3.9328076E7	4.6406636E7	5.21197E7	5.4990944E7	5.7747012E7	
sp|Q14249|NUCG_HUMAN	Q14249	NUCG_HUMAN	ENDOG	297	Homo sapiens	1:Experimental evidence at protein level	Endonuclease G, mitochondrial	1.0	0.999	4	18	18	18	4	5	6	2	0	1	4	5	6	2	0	1	4	5	6	2	0	1	9972526.0	1.286874E7	1.1132284E7	8110498.0	4027180.2	5040935.0	6134256.5	6693378.0	5475444.5	4105923.2	0.0	3205704.5	
sp|Q14254|FLOT2_HUMAN	Q14254	FLOT2_HUMAN	FLOT2	428	Homo sapiens	1:Experimental evidence at protein level	Flotillin-2	1.0	0.999	21	165	165	165	18	31	26	27	35	28	18	31	26	27	35	28	18	31	26	27	35	28	1.672551E8	1.2447969E8	1.0592072E8	1.0000404E8	1.1660025E8	9.632568E7	1.9759262E7	2.329416E7	1.77462E7	1.9728992E7	2.1319696E7	2.0389816E7	
sp|Q14257|RCN2_HUMAN	Q14257	RCN2_HUMAN	RCN2	317	Homo sapiens	1:Experimental evidence at protein level	Reticulocalbin-2	1.0	0.999	12	187	187	187	34	36	34	30	24	29	34	36	34	30	24	29	34	36	34	30	24	29	2.1335363E8	2.3306083E8	2.2142414E8	1.28357864E8	1.3811382E8	1.3587448E8	4.462654E7	4.6639212E7	4.387321E7	2.6422626E7	2.8468906E7	2.8245086E7	
sp|Q14258|TRI25_HUMAN	Q14258	TRI25_HUMAN	TRIM25	630	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin/ISG15 ligase TRIM25	1.0	0.999	33	367	367	367	54	59	51	68	72	63	54	59	51	68	72	63	54	59	51	68	72	63	2.4993757E8	2.917128E8	2.8453875E8	2.826075E8	3.0015606E8	2.8032288E8	2.3583402E7	2.3326436E7	2.5033934E7	2.6713702E7	2.6950696E7	2.5097638E7	
sp|Q14315|FLNC_HUMAN	Q14315	FLNC_HUMAN	FLNC	2725	Homo sapiens	1:Experimental evidence at protein level	Filamin-C	0.9964	0.999	11	8	8	120	0	2	1	2	1	2	0	2	1	2	1	2	16	25	22	18	22	17	0.0	0.0	4854418.5	3364927.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14318|FKBP8_HUMAN	Q14318	FKBP8_HUMAN	FKBP8	412	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP8	1.0	0.999	5	55	55	55	8	9	11	9	8	10	8	9	11	9	8	10	8	9	11	9	8	10	3.0112464E7	2.6284506E7	2.7701558E7	2.5128536E7	2.5160606E7	2.6273624E7	1.018222E7	1.0152351E7	9242011.0	9483943.0	9836462.0	9535455.0	
sp|Q14320|FA50A_HUMAN	Q14320	FA50A_HUMAN	FAM50A	339	Homo sapiens	1:Experimental evidence at protein level	Protein FAM50A	1.0	0.999	8	77	56	77	10	12	14	14	15	12	7	8	11	10	12	8	10	12	14	14	15	12	4.385071E7	4.7596824E7	4.0753576E7	4.4040332E7	5.7496304E7	4.721693E7	1.2251455E7	1.222521E7	1.3217261E7	1.3401484E7	1.2005519E7	1.3295652E7	
sp|Q14331|FRG1_HUMAN	Q14331	FRG1_HUMAN	FRG1	258	Homo sapiens	1:Experimental evidence at protein level	Protein FRG1	1.0	0.999	5	24	24	24	5	2	6	4	5	2	5	2	6	4	5	2	5	2	6	4	5	2	1.0733421E7	1.0685776E7	1.3309651E7	1.2758644E7	1.1963668E7	1.267727E7	4676692.5	5058002.0	6334741.5	6100164.5	6950481.5	6660918.0	
sp|Q14344|GNA13_HUMAN	Q14344	GNA13_HUMAN	GNA13	377	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit alpha-13	0.9802	0.999	2	4	4	46	0	2	1	0	1	0	0	2	1	0	1	0	6	10	9	6	8	7	0.0	3366570.8	3331670.8	2171357.2	2359504.0	2413799.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14353|GAMT_HUMAN	Q14353	GAMT_HUMAN	GAMT	236	Homo sapiens	1:Experimental evidence at protein level	Guanidinoacetate N-methyltransferase	1.0	0.999	4	32	32	32	5	5	5	6	7	4	5	5	5	6	7	4	5	5	5	6	7	4	1.5063117E7	1.7603126E7	1.7051518E7	3.3000426E7	2.451359E7	2.2931726E7	8196376.0	7192325.5	1.0398601E7	1.1721518E7	1.2936493E7	1.2691231E7	
sp|Q14376|GALE_HUMAN	Q14376	GALE_HUMAN	GALE	348	Homo sapiens	1:Experimental evidence at protein level	UDP-glucose 4-epimerase	1.0	0.999	20	228	228	228	36	33	36	40	42	41	36	33	36	40	42	41	36	33	36	40	42	41	2.4739448E8	2.3742189E8	2.1360192E8	2.2636454E8	2.7340435E8	2.3629438E8	4.289654E7	4.8231092E7	4.6416572E7	4.991969E7	5.4169496E7	5.203749E7	
sp|Q14435|GALT3_HUMAN	Q14435	GALT3_HUMAN	GALNT3	633	Homo sapiens	1:Experimental evidence at protein level	Polypeptide N-acetylgalactosaminyltransferase 3	1.0	0.999	15	128	115	128	22	25	22	16	21	22	18	23	20	14	19	21	22	25	22	16	21	22	1.1206388E8	1.4244712E8	1.091979E8	6.202656E7	5.7163336E7	7.3210744E7	1.9005386E7	2.3227976E7	1.7339158E7	1.0732729E7	1.1312571E7	1.2361401E7	
sp|Q14442|PIGH_HUMAN	Q14442	PIGH_HUMAN	PIGH	188	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol N-acetylglucosaminyltransferase subunit H	0.9802	0.999	1	5	5	5	0	1	1	0	2	1	0	1	1	0	2	1	0	1	1	0	2	1	0.0	0.0	0.0	0.0	1667008.5	1941690.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14444|CAPR1_HUMAN	Q14444	CAPR1_HUMAN	CAPRIN1	709	Homo sapiens	1:Experimental evidence at protein level	Caprin-1	1.0	0.999	19	287	287	287	52	43	44	46	57	45	52	43	44	46	57	45	52	43	44	46	57	45	4.6961126E8	4.634003E8	5.1408912E8	4.3141306E8	3.9529254E8	4.113268E8	7.13442E7	5.6702676E7	6.882977E7	5.999282E7	5.435989E7	6.12604E7	
sp|Q14451|GRB7_HUMAN	Q14451	GRB7_HUMAN	GRB7	532	Homo sapiens	1:Experimental evidence at protein level	Growth factor receptor-bound protein 7	1.0	0.999	41	1093	1093	1093	174	163	164	193	206	193	174	163	164	193	206	193	174	163	164	193	206	193	1.9117522E9	1.8164588E9	1.9839602E9	2.334438E9	2.5692454E9	2.3809848E9	3.1729558E8	2.918726E8	2.935296E8	3.8689466E8	4.1953184E8	3.9291555E8	
sp|Q14457|BECN1_HUMAN	Q14457	BECN1_HUMAN	BECN1	450	Homo sapiens	1:Experimental evidence at protein level	Beclin-1	0.9803	0.999	1	3	3	3	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	5358852.5	4371793.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14493|SLBP_HUMAN	Q14493	SLBP_HUMAN	SLBP	270	Homo sapiens	1:Experimental evidence at protein level	Histone RNA hairpin-binding protein	1.0	0.999	3	16	16	16	2	3	4	2	3	2	2	3	4	2	3	2	2	3	4	2	3	2	5084510.0	7700316.0	8077466.5	3853864.5	4801948.0	5506771.0	2284334.5	2482747.8	2719927.8	1695343.1	2136572.8	2533468.2	
sp|Q14498|RBM39_HUMAN	Q14498	RBM39_HUMAN	RBM39	530	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 39	1.0	0.999	15	162	140	162	25	26	27	28	24	32	22	21	24	24	21	28	25	26	27	28	24	32	1.3433434E8	1.375991E8	1.5767586E8	1.2263806E8	1.6134578E8	1.599663E8	2.7954962E7	3.0577572E7	3.2312724E7	2.673545E7	3.2603268E7	3.218329E7	
sp|Q14520|HABP2_HUMAN	Q14520	HABP2_HUMAN	HABP2	560	Homo sapiens	1:Experimental evidence at protein level	Factor VII-activating protease	0.9652	0.9982	1	12	12	12	2	1	2	4	2	1	2	1	2	4	2	1	2	1	2	4	2	1	4290456.5	2548617.2	2653179.8	5355389.0	5809343.5	5597443.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14527|HLTF_HUMAN	Q14527	HLTF_HUMAN	HLTF	1009	Homo sapiens	1:Experimental evidence at protein level	DNA-dependent ATPase/E3 ubiquitin-protein ligase HLTF	1.0	0.999	5	29	29	29	3	4	4	7	8	3	3	4	4	7	8	3	3	4	4	7	8	3	6085056.0	1.0896603E7	1.0836376E7	1.1631795E7	1.2007272E7	8726562.0	2463236.5	3674763.8	4366010.0	4071316.0	3492838.5	4086620.0	
sp|Q14534|ERG1_HUMAN	Q14534	ERG1_HUMAN	SQLE	574	Homo sapiens	1:Experimental evidence at protein level	Squalene monooxygenase	1.0	0.999	20	223	223	223	46	50	46	31	27	23	46	50	46	31	27	23	46	50	46	31	27	23	2.425556E8	2.942166E8	1.8848666E8	1.09459016E8	8.491178E7	1.0060666E8	2.191132E7	2.7230632E7	1.9761938E7	1.1197079E7	1.1333176E7	1.1385496E7	
sp|Q14541|HNF4G_HUMAN	Q14541	HNF4G_HUMAN	HNF4G	408	Homo sapiens	1:Experimental evidence at protein level	Hepatocyte nuclear factor 4-gamma	0.9803	0.999	2	2	2	4	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	2005049.6	0.0	2033899.2	2034412.5	1641769.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q14554|PDIA5_HUMAN	Q14554	PDIA5_HUMAN	PDIA5	519	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase A5	1.0	0.999	14	109	109	109	18	20	16	18	21	16	18	20	16	18	21	16	18	20	16	18	21	16	8.172058E7	7.51784E7	4.914323E7	6.889039E7	5.122643E7	3.8829464E7	1.2642106E7	1.439164E7	1.0638047E7	9879142.0	8598976.0	8809972.0	
sp|Q14558|KPRA_HUMAN	Q14558	KPRA_HUMAN	PRPSAP1	356	Homo sapiens	1:Experimental evidence at protein level	Phosphoribosyl pyrophosphate synthase-associated protein 1	1.0	0.999	12	114	77	114	15	10	17	23	25	24	12	6	11	16	15	17	15	10	17	23	25	24	6.6574628E7	6.6625284E7	6.422315E7	7.531289E7	7.334164E7	7.0032504E7	1.5991042E7	1.6246249E7	1.573251E7	1.7758574E7	1.8760316E7	1.7230836E7	
sp|Q14562|DHX8_HUMAN	Q14562	DHX8_HUMAN	DHX8	1220	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DHX8	1.0	0.999	5	10	10	22	0	0	0	2	4	4	0	0	0	2	4	4	2	2	2	4	6	6	2725674.2	7023162.0	1939074.2	7151697.5	9166957.0	1.1145364E7	0.0	4576810.5	0.0	4134756.2	5021545.0	4872217.5	
sp|Q14566|MCM6_HUMAN	Q14566	MCM6_HUMAN	MCM6	821	Homo sapiens	1:Experimental evidence at protein level	DNA replication licensing factor MCM6	1.0	0.999	34	404	404	404	71	57	58	71	73	74	71	57	58	71	73	74	71	57	58	71	73	74	3.5042966E8	3.6230592E8	4.1335677E8	4.9005235E8	5.0593434E8	4.0947174E8	3.7986764E7	3.9419164E7	4.400103E7	4.3353068E7	4.4441644E7	4.4328296E7	
sp|Q14573|ITPR3_HUMAN	Q14573	ITPR3_HUMAN	ITPR3	2671	Homo sapiens	1:Experimental evidence at protein level	Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3	1.0	0.999	68	562	494	562	113	109	83	86	91	80	99	96	73	78	79	69	113	109	83	86	91	80	4.1525434E8	5.0120448E8	3.95552E8	3.4015834E8	4.2644266E8	3.341764E8	4.9515804E7	6.334145E7	4.458882E7	4.190401E7	4.6120644E7	4.3177172E7	
sp|Q14651|PLSI_HUMAN	Q14651	PLSI_HUMAN	PLS1	629	Homo sapiens	1:Experimental evidence at protein level	Plastin-1	1.0	0.999	26	426	277	426	76	65	65	70	76	74	53	40	41	45	47	51	76	65	65	70	76	74	5.844655E8	5.2160045E8	4.9231226E8	4.4854653E8	4.9366637E8	4.572844E8	7.43695E7	6.64516E7	6.771756E7	6.1007384E7	6.6264012E7	6.1292476E7	
